Date,Open,High,Low,Close,Adj Close,Volume
2020-08-11,11.080000,11.130000,10.850000,10.880000,10.880000,773100
2020-08-12,10.960000,10.970000,10.800000,10.850000,10.850000,432100
2020-08-13,10.900000,11.000000,10.760000,10.860000,10.860000,292700
2020-08-14,10.850000,11.140000,10.850000,10.970000,10.970000,113200
2020-08-17,11.000000,11.129000,10.980000,11.050000,11.050000,228500
2020-08-18,11.080000,11.100000,10.820000,10.850000,10.850000,383400
2020-08-19,11.000000,11.000000,10.780000,10.900000,10.900000,411100
2020-08-20,11.000000,11.000000,10.750000,10.780000,10.780000,142400
2020-08-21,10.850000,10.970000,10.680000,10.940000,10.940000,141300
2020-08-24,10.990000,11.050000,10.800000,10.980000,10.980000,212100
2020-08-25,11.000000,11.000000,10.700000,10.800000,10.800000,252800
2020-08-26,10.910000,10.910000,10.700000,10.750000,10.750000,132800
2020-08-27,10.800000,10.800000,10.550000,10.610000,10.610000,298000
2020-08-28,10.850000,10.850000,10.650000,10.800000,10.800000,555100
2020-08-31,10.940000,10.940000,10.700000,10.730000,10.730000,135200
2020-09-01,10.810000,10.900000,10.750000,10.900000,10.900000,196800
2020-09-02,10.950000,11.200000,10.830000,11.110000,11.110000,718000
2020-09-03,11.200000,11.363000,10.950000,11.190000,11.190000,415800
2020-09-04,11.400000,12.190000,11.110000,12.000000,12.000000,991100
2020-09-08,11.970000,12.000000,11.810000,12.000000,12.000000,319900
2020-09-09,12.050000,12.150000,11.900000,11.920000,11.920000,231400
2020-09-10,12.130000,13.330000,11.960000,12.410000,12.410000,2887000
2020-09-11,13.180000,13.260000,12.000000,12.700000,12.700000,3982700
2020-09-14,12.600000,13.250000,12.500000,13.050000,13.050000,1416000
2020-09-15,15.550000,18.080000,14.820000,17.559999,17.559999,63214400
2020-09-16,16.080000,16.740000,15.730000,15.900000,15.900000,9164000
2020-09-17,15.930000,16.430000,15.300000,15.410000,15.410000,3578000
2020-09-18,15.690000,15.740000,14.580000,14.600000,14.600000,3535500
2020-09-21,15.250000,15.860000,13.900000,15.350000,15.350000,3685100
2020-09-22,15.890000,16.780001,15.610000,16.780001,16.780001,4840900
2020-09-23,16.690001,17.500000,15.060000,15.270000,15.270000,4655700
2020-09-24,14.960000,16.240000,14.010000,15.890000,15.890000,2845200
2020-09-25,15.790000,16.750000,15.400000,16.420000,16.420000,2497500
2020-09-28,16.950001,17.240000,16.549999,16.719999,16.719999,1951500
2020-09-29,17.480000,19.400000,17.162001,18.750000,18.750000,4773200
2020-09-30,19.350000,19.469999,18.299999,18.990000,18.990000,2636200
2020-10-01,19.080000,19.299999,18.030001,18.570000,18.570000,2215000
2020-10-02,17.770000,18.969999,17.410000,18.410000,18.410000,1798000
2020-10-05,19.180000,19.180000,17.920000,18.250000,18.250000,1560900
2020-10-06,18.410000,18.445000,16.150000,16.350000,16.350000,5036100
2020-10-07,17.010000,17.730000,16.799999,17.570000,17.570000,2375100
2020-10-08,18.420000,19.070000,17.920000,18.780001,18.780001,3242300
2020-10-09,19.549999,22.450001,19.500000,21.240000,21.240000,6433800
2020-10-12,23.969999,24.270000,22.600000,23.200001,23.200001,5569700
2020-10-13,22.889999,24.330000,22.469999,24.080000,24.080000,2840200
2020-10-14,24.830000,26.559999,24.120001,26.480000,26.480000,6479900
2020-10-15,25.170000,27.000000,23.510000,23.930000,23.930000,4844300
2020-10-16,24.799999,24.980000,21.950001,22.910000,22.910000,2862700
2020-10-19,23.150000,23.340000,20.799999,21.340000,21.340000,3241600
2020-10-20,21.100000,23.530001,21.020000,22.730000,22.730000,3643600
2020-10-21,22.700001,22.700001,21.400000,21.920000,21.920000,1691200
2020-10-22,22.320000,22.320000,19.600000,19.730000,19.730000,3097200
2020-10-23,20.000000,20.170000,18.400000,19.440001,19.440001,2830600
2020-10-26,18.500000,19.037001,17.000000,17.980000,17.980000,4240700
2020-10-27,18.879999,19.139999,18.000000,18.190001,18.190001,2655200
2020-10-28,17.930000,17.940001,17.041000,17.360001,17.360001,2034500
2020-10-29,17.000000,18.090000,16.850000,17.110001,17.110001,2327900
2020-10-30,17.000000,17.450001,16.020000,16.440001,16.440001,1941700
2020-11-02,16.459999,17.330000,15.350000,15.550000,15.550000,2504000
2020-11-03,16.000000,17.200001,15.800000,16.670000,16.670000,2750400
2020-11-04,17.129999,18.370001,17.000000,18.200001,18.200001,3330100
2020-11-05,18.900000,19.110001,18.360001,18.920000,18.920000,2157100
2020-11-06,18.600000,20.799999,18.299999,20.230000,20.230000,3324200
2020-11-09,20.100000,20.799999,18.719999,18.980000,18.980000,2252800
2020-11-10,18.639999,18.798000,17.030001,18.080000,18.080000,2339900
2020-11-11,18.170000,18.590000,17.700001,18.030001,18.030001,951900
2020-11-12,18.400000,19.020000,17.500000,17.879999,17.879999,1914800
2020-11-13,18.190001,19.100000,17.730000,19.020000,19.020000,1990600
2020-11-16,19.389999,19.879999,18.410000,18.490000,18.490000,1970800
2020-11-17,18.360001,18.840000,18.200001,18.510000,18.510000,1246700
2020-11-18,18.610001,19.660000,18.299999,18.700001,18.700001,2235000
2020-11-19,18.700001,20.650000,18.500000,19.420000,19.420000,3955000
2020-11-20,19.620001,19.990000,18.879999,19.049999,19.049999,1689500
2020-11-23,19.139999,19.900000,18.059999,18.639999,18.639999,2681900
2020-11-24,18.629999,19.500000,18.070000,18.750000,18.750000,2294700
2020-11-25,18.500000,20.469999,18.500000,20.430000,20.430000,3964700
2020-11-27,22.410000,23.059999,21.200001,21.799999,21.799999,3722400
2020-11-30,23.500000,23.900000,21.500000,22.540001,22.540001,4893100
2020-12-01,23.000000,23.000000,20.000000,20.139999,20.139999,4777000
2020-12-02,19.360001,20.719999,19.010000,20.549999,20.549999,3187600
2020-12-03,21.170000,21.889999,20.900000,21.420000,21.420000,2306300
2020-12-04,21.799999,21.900000,21.110001,21.670000,21.670000,2075200
2020-12-07,23.540001,25.639999,23.190001,25.590000,25.590000,6713200
2020-12-08,26.219999,26.500000,23.900000,25.150000,25.150000,4284700
2020-12-09,25.750000,27.680000,24.100000,26.820000,26.820000,5891700
2020-12-10,25.540001,26.860001,25.350000,26.219999,26.219999,3516100
2020-12-11,25.780001,26.790001,24.260000,25.430000,25.430000,3554200
2020-12-14,26.450001,29.480000,25.700001,29.480000,29.480000,6250800
2020-12-15,28.520000,29.450001,27.610001,27.879999,27.879999,3383800
2020-12-16,28.080000,28.110001,24.660000,25.670000,25.670000,4231000
2020-12-17,26.690001,29.440001,26.049999,29.440001,29.440001,5617100
2020-12-18,29.000000,30.600000,28.129999,29.500000,29.500000,5281800
2020-12-21,31.469999,32.000000,26.299999,31.250000,31.250000,8946000
2020-12-22,32.080002,32.389999,28.510000,29.650000,29.650000,5677600
2020-12-23,29.150000,29.500000,26.809999,27.250000,27.250000,6663100
2020-12-24,27.520000,29.450001,26.900000,27.350000,27.350000,3701500
2020-12-28,27.150000,27.400000,24.000000,24.510000,24.510000,6693600
2020-12-29,24.510000,25.299999,22.030001,25.010000,25.010000,6320700
2020-12-30,25.195000,25.200001,23.750000,24.270000,24.270000,3223100
2020-12-31,24.110001,24.110001,22.590000,22.730000,22.730000,3774200
2021-01-04,22.808001,24.170000,21.410000,24.010000,24.010000,4538200
2021-01-05,24.000000,26.209999,23.740000,25.600000,25.600000,4814200
2021-01-06,26.004000,28.490000,26.004000,27.000000,27.000000,7036100
2021-01-07,28.476999,29.219000,27.540001,28.129999,28.129999,5397600
2021-01-08,28.040001,28.350000,26.100000,26.790001,26.790001,5771400
2021-01-11,26.402000,26.940001,25.809999,26.230000,26.230000,3350700
2021-01-12,26.070000,28.700001,25.889999,27.700001,27.700001,4741100
2021-01-13,28.000000,28.059999,26.709999,26.840000,26.840000,4257500
2021-01-14,27.049999,27.250000,26.200001,26.530001,26.530001,3745500
2021-01-15,26.700001,26.750000,25.000000,26.030001,26.030001,4826400
2021-01-19,26.000000,28.240000,25.695000,28.160000,28.160000,5758700
2021-01-20,29.049999,31.270000,28.200001,30.000000,30.000000,9142300
2021-01-21,30.950001,31.500000,29.350000,29.740000,29.740000,6453300
2021-01-22,29.070000,30.389999,28.580000,29.139999,29.139999,4665100
2021-01-25,28.740000,28.900000,26.580000,27.330000,27.330000,11449900
2021-01-26,28.040001,29.969999,27.010000,27.700001,27.700001,8139200
2021-01-27,26.549999,26.830000,24.530001,25.180000,25.180000,9800000
2021-01-28,25.969999,26.180000,24.969999,25.020000,25.020000,4496800
